id,name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,license
1020667,Large B&B Style rooms,57938703679,unconfirmed,Jared,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,United States,US,TRUE,strict,Private room,2016,0.0,0.0,1,74,2019-05-12,0.66,0,2,76,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",N/A
1021219,"Lovely room 2 & garden; Best area, Legal rental",53343148512,verified,Brad,Brooklyn,South Slope,40.66869,-73.9878,United States,US,TRUE,moderate,Private room,2003,0.0,0.0,4,168,2019-06-21,1.41,0,3,365,N/A,N/A
1021771,Clean and Quiet in Brooklyn,26207748876,verified,Arthur,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,United States,US,FALSE,moderate,Private room,2004,0.0,0.0,60,0,,0.0,0,1,294,NO Shoes in the house. This is why my house is so clean!  NO Smoking inside or outside (cigarettes or anything else).  NO Parties (inside or outside). NO pets (inside or out)  This is a nice quiet neighborhood. Please be respectful of others.,N/A
1022323,Cute apt in artist's home,88653822946,verified,Joyce,Brooklyn,Bushwick,40.70186,-73.92745,United States,US,TRUE,moderate,Entire home/apt,2005,0.0,0.0,2,231,2019-06-22,1.96,3,2,214,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",N/A
1022876,Country space in the city,49725315867,verified,Deanna,Brooklyn,Flatbush,40.63702,-73.96327,United States,US,TRUE,strict,Private room,2011,0.0,0.0,1,0,,0.0,3,1,356,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun – Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS – Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING – Parking is available on street at all times.   (website hidden) – When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basi",N/A
1023428,LowerEastSide apt share shortterm 1,31736204344,N/A,Clark,Manhattan,Lower East Side,40.71401,-73.98917,United States,US,TRUE,moderate,Shared room,2012,0.0,0.0,1,214,2019-07-05,1.81,5,4,110,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",N/A
1023980,ENJOY Downtown NYC!,63131487263,unconfirmed,Byron,Manhattan,East Village,40.7229,-73.98199,United States,US,FALSE,strict,Private room,2005,0.0,0.0,2,245,2019-06-21,2.08,3,2,354,N/A,N/A
1024533,Beautiful Sunny Park Slope Brooklyn,50357575975,verified,Alina,Brooklyn,South Slope,40.66278,-73.97966,United States,US,TRUE,flexible,Entire home/apt,2020,0.0,0.0,3,15,2019-05-27,0.39,2,1,33,"No smoking inside. Since I have a dog, there are no other pets allowed.",N/A
1025085,1bdr w private bath. in lofty apt,45597582469,N/A,Charlie,Brooklyn,Fort Greene,40.69673,-73.97584,United States,US,FALSE,strict,Private room,2008,0.0,0.0,7,25,2018-09-30,0.23,1,1,365,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",N/A
1025637,West Side Retreat,55430108992,unconfirmed,Alford,Manhattan,Upper West Side,40.79009,-73.97927,United States,US,FALSE,strict,Private room,2017,0.0,0.0,4,81,2019-06-16,0.69,3,1,86,"Free WiFi! * No smoking anywhere on property. *No out-door shoes to be worn in the house. We ask that guests be willing to be considerate and quiet while coming and going from 10 pm to 6 am, please. This is a non-smoking property. There is no smoking anywhere on the property, inside nor on the porch. We also ask guests to bring inside shoes/slippers. Thank you. As this is our home, we request you not to move the furniture nor our belongings around and to treat our home as you would wish your home to be treated. Thank you.",N/A
1026190,BEST BET IN HARLEM,2107606817,unconfirmed,Chester,Manhattan,Harlem,40.81175,-73.94478,United States,US,TRUE,flexible,Entire home/apt,2006,0.0,0.0,7,97,2019-06-13,0.84,0,1,152,- Quiet hours between 10pm-6am - Visitors in common spaces only,N/A
1026742,Entire apartment in central Brooklyn neighborhood.,41615406010,N/A,David,Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,United States,US,FALSE,strict,Entire home/apt,2007,0.0,0.0,0,11,2019-06-05,0.49,0,1,353,N/A,N/A
1027294,"1 Stop fr. Manhattan! Private Suite,Landmark Block",81253735818,unconfirmed,Victoria,Queens,Long Island City,40.74771,-73.9474,United States,US,TRUE,flexible,Private room,2022,0.0,0.0,0,248,2019-07-01,2.25,0,1,26,"The room is strictly non-smoking, however, you can smoke in the back porch. No drugs! No visitors without previous authorization. We do prefer adults since the house is not ""child proof"" and, we are full time workers. Babies OK!  Please, keep in mind that, this is not a hotel.  The room should be left in good condition and picked up when you leave.  Longer term renters use of kitchen and other facilities can be arranged.",N/A
1027846,Charming Brownstone 3 - Near PRATT,42134614458,verified,Jared,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,United States,US,TRUE,moderate,Entire home/apt,2019,0.0,0.0,0,61,2019-05-25,0.52,0,1,32,"No smoking, please. No drugs or guns allowed.  Only registered guests allowed; no other visitors please.  We cannot accommodate pets as I already have two. Cat:  OK to let Bella out of the house.  Dog:  Please don't let Moe out of the house. He'd like to run to the street. He is also a bit noisy when visitors arrive. Please say hi and then ignore him and he'll calm down.  No candles or incense burning.  Kitchen:  you are welcome to use kitchen and appliances between 7a and 9p, except no stove use for cooking meals please.",N/A
1028399,bright and stylish duplex,53466382920,verified,Chloe,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,United States,US,FALSE,moderate,Entire home/apt,2015,0.0,0.0,0,11,2017-01-01,0.1,1,1,85,No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.,N/A
1028951,Fort Greene brownstone,49393946881,unconfirmed,Abraham,Brooklyn,Fort Greene,40.69142,-73.97376,United States,US,TRUE,strict,Private room,2009,0.0,0.0,0,135,2019-06-17,1.16,1,2,0,"We limit number of guests not staying, so please keep it to a maximum of 2 additional visitors within normal social hours (noon-11pm). We are respectful of others, and expect the same from our guests. Have fun and come and go as you please. We promise to do the same.",N/A
1029503,Blue Room for 2 in Brownstone for $1350 monthly,1529890895,unconfirmed,Sophia,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,United States,US,FALSE,moderate,Private room,2015,0.0,0.0,0,112,2019-06-16,1.01,2,3,0,"We regret we cannot accommodate pets.  Strictly no smoking anywhere on the property. Not inside. Not in the yard. Not on the deck or driveway. Like many New England houses, our house is constructed entirely of wood. No smoking please. ",N/A
1030056,Cozy 1BD on Central Park West in New York City,50562514538,unconfirmed,Madaline,Manhattan,Upper West Side,40.78635,-73.97008,United States,US,TRUE,strict,Entire home/apt,2013,0.0,0.0,0,73,2019-07-07,0.63,3,1,0,No smoking anywhere on the property. Quiet and no noise after 10 pm or before 6 am. No outdoor shoes to be worn in the house. Please respect our home as we would yours. No pets.,N/A
1030608,* ORIGINAL BROOKLYN LOFT *,49585766302,verified,Sawyer,Brooklyn,Williamsburg,40.7042,-73.9356,United States,US,FALSE,flexible,Entire home/apt,2007,0.0,0.0,0,82,2019-05-17,0.7,2,1,0,N/A,N/A
1031160,Greenpoint Place...Has It All!,52857769781,unconfirmed,Madaline,Brooklyn,Greenpoint,40.73506,-73.95392,United States,US,TRUE,moderate,Entire home/apt,2014,0.0,0.0,0,328,2019-06-29,2.82,5,1,0,Strictly NO smoking. No loud noises after 10pm.,N/A
1031713,Beautiful Apartment in Manhattan!!!,39829029279,verified,Richard,Manhattan,Kips Bay,40.73961,-73.98074,United States,US,TRUE,moderate,Entire home/apt,2017,0.0,0.0,0,19,2019-03-25,0.22,5,1,0,"Check-in is at 3pm, and check-out is by 11am. Arriving slightly earlier, or want that extra hour to sleep? Should be fine, but please check with us first. We understand that accidents happen. But we do ask that you please let us know when they do. Chances are we can fix them as effortlessly, as long as we know in advance. No smoking or open flames inside the house. We expect guests to treat the home with respect, it's an old house be kind to her. Whilst we do a thorough professional clean between each guest stay, we kindly ask that prior to leaving, you clean and put away any dishes or kitchenware used and put any dirty towels in the tub in the downstairs bathroom. It helps us get through our cleaning process quicker and allows us to keep cleaning costs down for you and future guests. Return all keys to the lock box at departure.  To keep our costs down (and pass those savings on to our guests) we kindly ask that you switch off lights, the air conditioner or heat when its not in use or",N/A
1032265,Williamsburg 1 bedroom Apartment,84933495312,unconfirmed,Paul,Brooklyn,Williamsburg,40.70881,-73.9593,United States,US,FALSE,moderate,Entire home/apt,2012,0.0,0.0,30,105,2019-06-22,0.9,5,1,0,No smoking or pets. Don't forget to recycle.,N/A
1032817,N/A,18424415847,unconfirmed,Carina,Manhattan,Lower East Side,40.72004,-73.99104,United States,US,TRUE,flexible,Private room,2009,0.0,0.0,5,19,2019-05-18,0.17,4,1,0,N/A,N/A
1033369,N/A,48877238684,N/A,Sophia,Manhattan,Hell's Kitchen,40.75531,-73.99293,United States,US,TRUE,strict,Private room,2006,0.0,0.0,2,289,2019-06-09,2.49,3,2,0,N/A,N/A
1033922,N/A,71987706184,verified,Rosie,Brooklyn,Greenpoint,40.72401,-73.93788,United States,US,FALSE,flexible,Private room,2020,0.0,0.0,4,138,2019-06-04,1.19,1,3,0,No smoking.,N/A
1034474,N/A,85649449746,verified,Frederick,Manhattan,SoHo,40.7221,-73.99775,United States,US,TRUE,strict,Entire home/apt,2019,0.0,0.0,30,21,2019-06-29,0.3,5,1,0,Quietly please.  I am on the top floor and have people living in the condo below me.  Thanks!!,N/A
1035026,N/A,22028915442,N/A,Agata,Brooklyn,Williamsburg,40.71185,-73.96204,United States,US,FALSE,moderate,Private room,2012,0.0,0.0,2,42,2019-06-30,0.38,3,1,0,I expect them to come and go quietly and to let me know their schedule as soon as they know it. During the week people need to check in before 8AM or after 6PM,N/A
1035579,N/A,51930287368,unconfirmed,George,Manhattan,Chelsea,40.74623,-73.9953,United States,US,TRUE,moderate,Entire home/apt,2004,0.0,0.0,180,5,2018-11-03,0.12,2,1,0,N/A,N/A
1036131,N/A,85658272266,unconfirmed,Kelsey,Manhattan,Upper East Side,40.77065,-73.95269,United States,US,FALSE,strict,Entire home/apt,2020,0.0,0.0,2,66,2019-03-30,0.57,5,2,0,"Thank you for your interest- we look forward to hosting you!  We are looking for friendly, courteous guests who will be respectful of our home.  No parties.  No smokers please. Please be aware of usual check-in time of 6p (or after) and check-out time of 4p (or earlier).  There might be flexibility on some days so feel free to ask before booking.   The studio is private with its own bulkhead entrance.  Microwave and fridge but no stove. We want to make sure our place is a good fit for you so feel free to read our reviews or contact us if you have questions! Danielle and Peder",N/A
1036683,N/A,91715353208,N/A,Sabrina,Brooklyn,Prospect Heights,40.67811,-73.96428,United States,US,TRUE,flexible,Entire home/apt,2012,0.0,0.0,30,143,2019-01-26,1.33,1,2,0,No smoking indoors,N/A
1037236,Double Room w Private Deck Clinton Hill Best Area,71078326464,unconfirmed,William,Brooklyn,Clinton Hill,40.69,-73.96788,United States,US,FALSE,flexible,Private room,2010,0.0,0.0,7,27,2017-09-30,0.23,2,2,0,N/A,N/A
1037788,Your Heaven in Hells Kitchen,20543275700,verified,Melissa,Manhattan,Hell's Kitchen,40.75979,-73.99119,United States,US,FALSE,strict,Private room,2013,0.0,0.0,30,191,,1.65,1,1,0,N/A,N/A
